business_status,formatted_address,geometry,icon,name,opening_hours,photos,place_id,plus_code,price_level,rating,reference,types,user_ratings_total,permanently_closed
OPERATIONAL,"2884 Broadway, New York, NY 10025, United States","{'location': {'lat': 40.8055612, 'lng': -73.9653484}, 'viewport': {'northeast': {'lat': 40.80690482989272, 'lng': -73.96410232010727}, 'southwest': {'lat': 40.80420517010728, 'lng': -73.96680197989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,Dig,{'open_now': True},"[{'height': 3095, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115122324520205775879"">Dig Inn Seasonal Market</a>'], 'photo_reference': 'ATtYBwI_hqpHigWbxqUn_J87vkuoLCFPzAgzt2rkOVwfGpllA5EFF4QpyOcclHErxi9aB-w46WOAaR8cjgIrD0ItWDkvG63me1ho50hMLN7W5rfDyJiwrrAkK7ObOs37CEF-rDtlJZ2hqR3_TtCpm44THRE20NCHV2F3SVUxHEx8AqRvgcPF', 'width': 2688}]",ChIJ36Dnijv2wokRLpJuNmIPssc,"{'compound_code': 'R24M+6V New York', 'global_code': '87G8R24M+6V'}",1.0,4.4,ChIJ36Dnijv2wokRLpJuNmIPssc,"['restaurant', 'food', 'point_of_interest', 'establishment']",306,
OPERATIONAL,"1274 Amsterdam Ave, New York, NY 10027, United States","{'location': {'lat': 40.8113136, 'lng': -73.9581736}, 'viewport': {'northeast': {'lat': 40.81259337989272, 'lng': -73.95667647010727}, 'southwest': {'lat': 40.80989372010728, 'lng': -73.95937612989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,Max Soha,{'open_now': True},"[{'height': 2281, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109502118816161186471"">A Google User</a>'], 'photo_reference': 'ATtYBwKnKm9BI8_PZ5x2YsoBif0dlrIXzUpKFs5TPytb3FkmkOf1PoT6QUvZW0gvCWFc5rUSazjBGhgVbEnkGVqnmKoq3iodcAqCFkerHV-_o4IF8VX1YbQgudKCFDw2YQG90Y5O8_-VwM1hfu0hgfbqToFDHIKI9F6031CyXOSep7iZ4pxQ', 'width': 2281}]",ChIJFwjwtWr2wokRzG0O5G5QpIY,"{'compound_code': 'R26R+GP New York', 'global_code': '87G8R26R+GP'}",2.0,4.5,ChIJFwjwtWr2wokRzG0O5G5QpIY,"['restaurant', 'food', 'point_of_interest', 'establishment']",350,
OPERATIONAL,"1034 Amsterdam Ave, New York, NY 10025, United States","{'location': {'lat': 40.80366799999999, 'lng': -73.963742}, 'viewport': {'northeast': {'lat': 40.80495877989272, 'lng': -73.96224602010727}, 'southwest': {'lat': 40.80225912010727, 'lng': -73.96494567989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,Tartina,{'open_now': True},"[{'height': 4000, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107318019882079639515"">Tartina</a>'], 'photo_reference': 'ATtYBwJLo_C0TLmDJOYJMIihldVQ82pdTwBOeA2H6rUSMxmKYI06pjY9BxA0B37GQFB3y7A5KPUREsyYc2N0JGjh_kQ0Gm5DtQwlqLMi2X8dLRwqGOBtdvDPzDKvq5s3pbw2Yeu0alSr6WNakavpYF2LKM2ZXR6taHFy2ZGkFGTGUBwXXnr6', 'width': 6000}]",ChIJz9tb0FNYwokR_Ge2LeC4E1A,"{'compound_code': 'R23P+FG New York', 'global_code': '87G8R23P+FG'}",2.0,4.3,ChIJz9tb0FNYwokR_Ge2LeC4E1A,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",234,
OPERATIONAL,"125 La Salle St, New York, NY 10027, United States","{'location': {'lat': 40.8141746, 'lng': -73.9603204}, 'viewport': {'northeast': {'lat': 40.81545252989272, 'lng': -73.95893337010727}, 'southwest': {'lat': 40.81275287010728, 'lng': -73.96163302989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,Pisticci,{'open_now': True},"[{'height': 2160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106468750381850337098"">Debbie Winebrenner</a>'], 'photo_reference': 'ATtYBwIDhG4MZVlBIqrWUotJKYyVTaf3EruJe8YnaUXE86N1kq54Epv4IAOKdgp_IC2FJG7ZoL489armwKfJFGWtCL8BjIi9MaKJT8sMs9uPxEqvCKaAelAE8KUt3Zf2amvIxSm5hs52Iz3hjN7n5hAiUfnjCQ1HdpPC2yw8_j7zn0ZJmWeQ', 'width': 2160}]",ChIJxXmxz0H2wokRwYJIJ7aBB3s,"{'compound_code': 'R27Q+MV New York', 'global_code': '87G8R27Q+MV'}",2.0,4.5,ChIJxXmxz0H2wokRwYJIJ7aBB3s,"['restaurant', 'food', 'point_of_interest', 'establishment']",982,
OPERATIONAL,"1024 Amsterdam Ave, New York, NY 10025, United States","{'location': {'lat': 40.803391, 'lng': -73.963921}, 'viewport': {'northeast': {'lat': 40.80468042989272, 'lng': -73.96243452010728}, 'southwest': {'lat': 40.80198077010728, 'lng': -73.96513417989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,V & T,{'open_now': True},"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111441421106913314370"">Esther Viteri</a>'], 'photo_reference': 'ATtYBwLQ32YBCJ3DyhybB1NJ4e5caNdh4iyGIuBySsoCdXU_q2sm7ImqI8t8SbmCboKg8UdC6qvgm-1fEzh96rGdVSAi7qfNxGoK9jMz03UUnAd-9yH2Z6FbmZqRpwcNc0-flBjXEv4wyGZUHltr13InKw0xry-c4-oYkaJamymVjWTqpCUY', 'width': 5312}]",ChIJtUqk7Dz2wokRsi_5j6j1DHM,"{'compound_code': 'R23P+9C New York', 'global_code': '87G8R23P+9C'}",2.0,4.2,ChIJtUqk7Dz2wokRsi_5j6j1DHM,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",657,
OPERATIONAL,"2867 Broadway, New York, NY 10025, United States","{'location': {'lat': 40.805167, 'lng': -73.9663121}, 'viewport': {'northeast': {'lat': 40.80650642989272, 'lng': -73.96487547010727}, 'southwest': {'lat': 40.80380677010728, 'lng': -73.96757512989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/bar-71.png,The Heights Bar & Grill,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112379621681844926710"">A Google User</a>'], 'photo_reference': 'ATtYBwIgvK3OvFPQEACRxrgpiTdLvvHDNG9i1K_-LSz0JMqkRc53Y_dgTzbl3jD95niivdOJlrd4kM3JUPcikVZZnpFf9pjC9LHNAMrJ2qsr30E7BOMmtvIlDGgkbOJJgqrduJQ4th4x_kYpwPz1-OhOa0Wd9_mkAUmzItYSjElmvY5g-CIb', 'width': 4032}]",ChIJMS6bmjv2wokRgIfSoY9u1gw,"{'compound_code': 'R24M+3F New York', 'global_code': '87G8R24M+3F'}",2.0,4.3,ChIJMS6bmjv2wokRgIfSoY9u1gw,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",569,
OPERATIONAL,"between 110th and, 2850 Broadway, New York, NY 10025, United States","{'location': {'lat': 40.8044668, 'lng': -73.96611299999999}, 'viewport': {'northeast': {'lat': 40.80586277989272, 'lng': -73.96485992010727}, 'southwest': {'lat': 40.80316312010727, 'lng': -73.96755957989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,Mel's Burger Bar,{'open_now': True},"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100023837199503427604"">Paul Travels247</a>'], 'photo_reference': 'ATtYBwJYsUm2ikEbX2Sg-2SO7QHPSXUAJXAHCv2g_YzBOE0zOwnMBrYzUbY53JZz9urDI_-qzIpv-GumgfcWI4Km4GZEt4f3wFOoav8w1FD30lcfUVDl2A96MrNgqCXnnfgN9KZLBnYTXrd6dDy95nzQkgiNKqk_vLH-ikZ9fe4-nBr5KGsv', 'width': 2448}]",ChIJ47x-nTv2wokR1ex6E_loTYs,"{'compound_code': 'R23M+QH New York', 'global_code': '87G8R23M+QH'}",2.0,4.2,ChIJ47x-nTv2wokR1ex6E_loTYs,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",938,
OPERATIONAL,"1018 Amsterdam Ave, New York, NY 10025, United States","{'location': {'lat': 40.8029336, 'lng': -73.9643334}, 'viewport': {'northeast': {'lat': 40.80435362989272, 'lng': -73.96282112010728}, 'southwest': {'lat': 40.80165397010727, 'lng': -73.96552077989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,Marlow Bistro,{'open_now': True},"[{'height': 3456, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105761707208689253776"">Marlow Bistro</a>'], 'photo_reference': 'ATtYBwI1xNa9GVDRWzGRsQIr4fZGVws_IifKiFLZuL8kGlZHAye9sdBmxxSaxIpwl_48VTFm5LKkZWv6WKi8bp9ESzj_xSLtSWg0IDClWozQeYf8ctUrc4IIAYRD4bAyZcix4TCq7wgnt_klR_H_2zbHl86z6qvHYXg9xgWeLXzOJiSiKvNe', 'width': 5184}]",ChIJtSHevTz2wokR1jY59paKMww,"{'compound_code': 'R23P+57 New York', 'global_code': '87G8R23P+57'}",2.0,4.3,ChIJtSHevTz2wokR1jY59paKMww,"['restaurant', 'food', 'point_of_interest', 'establishment']",402,
OPERATIONAL,"2791 Broadway, New York, NY 10025, United States","{'location': {'lat': 40.8028379, 'lng': -73.9681172}, 'viewport': {'northeast': {'lat': 40.80414442989272, 'lng': -73.96659867010729}, 'southwest': {'lat': 40.80144477010728, 'lng': -73.96929832989274}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,Fumo Upper West Side,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107877051766907127092"">Juan Brito</a>'], 'photo_reference': 'ATtYBwL7kLQNsRxpFWbn-GGlAVtJfiWa3g8zcOkeriacIU9V1tCfipERJrxu5DNERcBgvpNIJta5nG0AksoRww6pMK5rrZb0kRYuz7tGgnOY4dsBApw_rGIZVJrPSc_5WjYnfPMLZBHGp5A2SqjsvTHCLmXWFmc8Qiiu1EDfO9Umr1SKX9w', 'width': 4032}]",ChIJTV8xFRr3wokRvtKlPE3mdPw,"{'compound_code': 'R23J+4Q New York', 'global_code': '87G8R23J+4Q'}",2.0,4.6,ChIJTV8xFRr3wokRvtKlPE3mdPw,"['restaurant', 'food', 'point_of_interest', 'store', 'establishment']",211,
OPERATIONAL,"994 Amsterdam Ave, New York, NY 10025, United States","{'location': {'lat': 40.802609, 'lng': -73.964406}, 'viewport': {'northeast': {'lat': 40.80391957989272, 'lng': -73.96294357010727}, 'southwest': {'lat': 40.80121992010727, 'lng': -73.9656432298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,Roti Roll (Bombay Frankie),{'open_now': True},"[{'height': 960, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116425775596300390543"">A Google User</a>'], 'photo_reference': 'ATtYBwLVnDk1SgNmZbvtZeec5Y5v1mxuM_tBv08vrurvkEZG5MAAmA_XclWUENdSn5DxMpcMX9AJF1DXg1jmpszX1fwy8UQkn2RIH4en8qpC1m8GBToeL4YJ-bBYLqM40B4fLxoZXFibhl_lz2yePHj20jOh-fWnXaMu_hRoCyBp-vTSZR0n', 'width': 1200}]",ChIJKXWRuTz2wokRZ3dYx0sRyik,"{'compound_code': 'R23P+26 New York', 'global_code': '87G8R23P+26'}",1.0,4.5,ChIJKXWRuTz2wokRZ3dYx0sRyik,"['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment']",306,
OPERATIONAL,"621 Amsterdam Ave, New York, NY 10024, United States","{'location': {'lat': 40.7903738, 'lng': -73.9727097}, 'viewport': {'northeast': {'lat': 40.79178587989272, 'lng': -73.97150832010728}, 'southwest': {'lat': 40.78908622010728, 'lng': -73.97420797989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,Lucciola,{'open_now': True},"[{'height': 1365, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/114512626876544178670"">A Google User</a>'], 'photo_reference': 'ATtYBwJ-az4Y9q_zxAVFymo3UR8Tc0yDF4RUE-iNsuSp7f60oifF7WT3qwkNeO8eqzhOeYzL7PBpjesyrrf-4tu7ySK6XAU5y815aCBPptIpHoz3fcwKDjgpMMPO5Einw1eImQ8wCLBWe9LcVydbJCoLGKp2F6CfKZyhkkUyrNyhpuD2jVim', 'width': 2048}]",ChIJ__8PIoNYwokRv6K4zyzgdLs,"{'compound_code': 'Q2RG+4W New York', 'global_code': '87G8Q2RG+4W'}",,4.9,ChIJ__8PIoNYwokRv6K4zyzgdLs,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",1430,
OPERATIONAL,"509 Amsterdam Ave, New York, NY 10024, United States","{'location': {'lat': 40.786648, 'lng': -73.9755259}, 'viewport': {'northeast': {'lat': 40.78803237989272, 'lng': -73.97428297010728}, 'southwest': {'lat': 40.78533272010728, 'lng': -73.97698262989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,Jacob's Pickles,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109179957324124489049"">Chijioke Okeke</a>'], 'photo_reference': 'ATtYBwJvG9nZL-mKgJoI15nuOEWN-YVhmF4Ms494y2pO_n-EC1QJ0krnXPTGDfdaToEZrFu5dcbx_Pc5rxv7m4DiAUP2aBsG4D5PdTByEBzcHkDDkxPBtL4XS6h7zQbmSXk0-X1skMzoHePnhPeOZuuvDDrK6vaAWixgTfTUoKIhZ3Cihw32', 'width': 4032}]",ChIJCehOSIRYwokRs4ijKsy1oiI,"{'compound_code': 'Q2PF+MQ New York', 'global_code': '87G8Q2PF+MQ'}",2.0,4.6,ChIJCehOSIRYwokRs4ijKsy1oiI,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",3619,
OPERATIONAL,"446 Columbus Ave, New York, NY 10024, United States","{'location': {'lat': 40.783747, 'lng': -73.974468}, 'viewport': {'northeast': {'lat': 40.78503157989272, 'lng': -73.97302387010728}, 'southwest': {'lat': 40.78233192010727, 'lng': -73.97572352989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,The Milling Room,{'open_now': False},"[{'height': 585, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105928811308006518314"">Minh T. Nguyen</a>'], 'photo_reference': 'ATtYBwLwWRY3nammlbVTetld9tpzzKzHEscnrh0JMIIVal8DEMXmZCkHdZcc4V6tYqy1OyIfdYvQlcbfqPG1-D2eQ59kONvIhWAPo6X8x-PWBjZOHMYJjxKSL3W8e6uKYbs8cXeJSt-62rq2OBQw5rTNRjIA8IQEvzSL8lS8YDiPOzCWU5DU', 'width': 1040}]",ChIJUe3TgIVYwokR5cm1iYg1TAU,"{'compound_code': 'Q2MG+F6 New York', 'global_code': '87G8Q2MG+F6'}",3.0,4.5,ChIJUe3TgIVYwokR5cm1iYg1TAU,"['restaurant', 'food', 'point_of_interest', 'establishment']",612,
